0,0,0,sym,0,74,300,348,0.8620689511299133,9,0,0,0,0,0,0,0
1,34,1,231,0,0,0,0,0,,650,12,6,2018,13,50,46
2,34,1,231,0,,,,,,650,12,6,2018,14,35,56
3,26,1,231,0,,,,,,650,12,6,2018,14,35,57
4,13,1,231,0,,,,,,650,12,6,2018,14,35,58
5,16,1,231,0,,,,,,650,12,6,2018,14,35,59
6,20,1,231,0,,,,,,650,12,6,2018,14,36,0
7,29,1,231,0,,,,,,650,12,6,2018,14,36,1
8,29,1,231,0,,,,,,650,12,6,2018,14,36,2
9,27,1,231,0,,,,,,650,12,6,2018,14,36,3
10,21,1,231,1,,,,,,650,12,6,2018,14,36,5
11,20,1,231,1,,,,,,650,12,6,2018,14,36,6
12,20,1,231,1,,,,,,650,12,6,2018,14,36,7
13,17,1,231,0,,,,,,650,12,6,2018,14,36,8
14,20,1,231,0,,,,,,650,12,6,2018,14,36,9
15,20,1,231,0,,,,,,650,12,6,2018,14,36,10
16,24,1,231,0,,,,,,650,12,6,2018,14,36,11
17,35,1,231,0,,,,,,650,12,6,2018,14,36,12
18,27,1,231,1,,,,,,650,12,6,2018,14,36,13
19,29,1,231,1,,,,,,650,12,6,2018,14,36,14
20,44,1,231,1,,,,,,650,12,6,2018,14,36,15
21,47,1,231,1,,,,,,650,12,6,2018,14,36,16
22,67,1,231,1,,,,,,650,12,6,2018,14,36,17
23,69,1,231,1,,,,,,650,12,6,2018,14,36,18
24,47,1,231,0,,,,,,650,12,6,2018,14,36,19
25,37,1,231,0,,,,,,650,12,6,2018,14,36,20
26,23,1,231,1,,,,,,650,12,6,2018,14,36,21
27,26,1,231,1,,,,,,650,12,6,2018,14,36,22
28,50,1,231,1,,,,,,650,12,6,2018,14,36,23
29,60,1,231,1,,,,,,650,12,6,2018,14,36,24
30,61,1,231,1,,,,,,650,12,6,2018,14,36,25
31,67,1,231,1,,,,,,650,12,6,2018,14,36,26
32,67,1,231,1,,,,,,650,12,6,2018,14,36,27
33,51,1,231,0,,,,,,650,12,6,2018,14,36,28
34,60,1,231,0,,,,,,650,12,6,2018,14,36,29
35,50,1,231,1,,,,,,650,12,6,2018,14,36,31
36,43,1,231,1,,,,,,650,12,6,2018,14,36,32
37,54,1,231,1,,,,,,650,12,6,2018,14,36,33
38,44,1,231,1,,,,,,650,12,6,2018,14,36,34
39,50,1,231,1,,,,,,650,12,6,2018,14,36,35
40,51,1,231,1,,,,,,650,12,6,2018,14,36,36
41,43,1,231,0,,,,,,650,12,6,2018,14,36,37
42,47,1,231,0,,,,,,650,12,6,2018,14,36,38
43,44,1,231,1,,,,,,650,12,6,2018,14,36,39
44,30,1,231,1,,,,,,650,12,6,2018,14,36,40
45,35,1,231,1,,,,,,650,12,6,2018,14,36,41
46,29,1,231,0,,,,,,650,12,6,2018,14,36,42
