0,0,0,sym,0,131,497,793,0.6267338991165161,10,0,0,0,0,0,0,0
1,57,1,312,0,0,0,0,0,,580,11,6,2018,15,19,14
2,60,1,312,0,,,,,,580,11,6,2018,16,8,6
3,51,1,312,0,,,,,,580,11,6,2018,16,8,7
4,60,1,312,0,,,,,,580,11,6,2018,16,8,8
5,24,1,312,0,,,,,,580,11,6,2018,16,8,9
6,30,1,312,0,,,,,,580,11,6,2018,16,8,10
7,30,1,312,0,,,,,,580,11,6,2018,16,8,11
8,20,1,312,0,,,,,,580,11,6,2018,16,8,13
9,43,1,312,0,,,,,,580,11,6,2018,16,8,14
10,27,1,312,0,,,,,,580,11,6,2018,16,8,15
11,29,1,312,0,,,,,,580,11,6,2018,16,8,16
12,44,1,312,0,,,,,,580,11,6,2018,16,8,17
13,38,1,312,1,,,,,,580,11,6,2018,16,8,18
14,44,1,312,1,,,,,,580,11,6,2018,16,8,19
15,60,1,312,1,,,,,,580,11,6,2018,16,8,20
16,60,1,312,1,,,,,,580,11,6,2018,16,8,21
17,64,1,312,0,,,,,,580,11,6,2018,16,8,22
18,57,1,312,1,,,,,,580,11,6,2018,16,8,23
19,54,1,312,1,,,,,,580,11,6,2018,16,8,24
20,44,1,312,0,,,,,,580,11,6,2018,16,8,25
21,41,1,312,0,,,,,,580,11,6,2018,16,8,26
22,51,1,312,0,,,,,,580,11,6,2018,16,8,27
23,61,1,312,0,,,,,,580,11,6,2018,16,8,28
24,67,1,312,0,,,,,,580,11,6,2018,16,8,29
25,81,1,312,0,,,,,,580,11,6,2018,16,8,30
26,83,1,312,0,,,,,,580,11,6,2018,16,8,31
27,75,1,312,0,,,,,,580,11,6,2018,16,8,32
28,77,1,312,0,,,,,,580,11,6,2018,16,8,33
29,74,1,312,1,,,,,,580,11,6,2018,16,8,34
30,57,1,312,0,,,,,,580,11,6,2018,16,8,35
31,51,1,312,0,,,,,,580,11,6,2018,16,8,36
32,43,1,312,1,,,,,,580,11,6,2018,16,8,38
33,41,1,312,1,,,,,,580,11,6,2018,16,8,39
34,48,1,312,1,,,,,,580,11,6,2018,16,8,40
35,63,1,312,1,,,,,,580,11,6,2018,16,8,41
36,66,1,312,1,,,,,,580,11,6,2018,16,8,42
37,63,1,312,1,,,,,,580,11,6,2018,16,8,43
38,60,1,312,1,,,,,,580,11,6,2018,16,8,44
39,27,1,312,0,,,,,,580,11,6,2018,16,8,45
40,17,1,312,0,,,,,,580,11,6,2018,16,8,46
41,23,1,312,0,,,,,,580,11,6,2018,16,8,47
42,41,1,312,0,,,,,,580,11,6,2018,16,8,48
