0,0,0,sym,0,112,648,231,2.805194854736328,8,0,0,0,0,0,0,0
1,37,1,321,1,0,0,0,0,,610,12,6,2018,10,6,59
2,48,1,321,1,,,,,,610,12,6,2018,10,55,42
3,44,1,321,1,,,,,,610,12,6,2018,10,55,43
4,56,1,321,1,,,,,,610,12,6,2018,10,55,44
5,48,1,321,0,,,,,,610,12,6,2018,10,55,45
6,43,1,321,0,,,,,,610,12,6,2018,10,55,46
7,54,1,321,0,,,,,,610,12,6,2018,10,55,47
8,43,1,321,0,,,,,,610,12,6,2018,10,55,48
9,51,1,321,0,,,,,,610,12,6,2018,10,55,49
10,60,1,321,0,,,,,,610,12,6,2018,10,55,50
11,57,1,321,0,,,,,,610,12,6,2018,10,55,51
12,69,1,321,0,,,,,,610,12,6,2018,10,55,52
13,75,1,321,0,,,,,,610,12,6,2018,10,55,53
14,66,1,321,0,,,,,,610,12,6,2018,10,55,55
15,64,1,321,1,,,,,,610,12,6,2018,10,55,56
16,41,1,321,1,,,,,,610,12,6,2018,10,55,57
17,35,1,321,0,,,,,,610,12,6,2018,10,55,58
18,29,1,321,0,,,,,,610,12,6,2018,10,55,59
19,35,1,321,0,,,,,,610,12,6,2018,10,56,0
20,50,1,321,0,,,,,,610,12,6,2018,10,56,1
21,48,1,321,0,,,,,,610,12,6,2018,10,56,2
22,43,1,321,0,,,,,,610,12,6,2018,10,56,3
23,43,1,321,0,,,,,,610,12,6,2018,10,56,4
24,41,1,321,1,,,,,,610,12,6,2018,10,56,5
25,50,1,321,1,,,,,,610,12,6,2018,10,56,6
26,54,1,321,1,,,,,,610,12,6,2018,10,56,7
27,54,1,321,1,,,,,,610,12,6,2018,10,56,8
28,57,1,321,1,,,,,,610,12,6,2018,10,56,9
29,53,1,321,1,,,,,,610,12,6,2018,10,56,10
30,54,1,321,1,,,,,,610,12,6,2018,10,56,11
31,69,1,321,1,,,,,,610,12,6,2018,10,56,12
32,69,1,321,1,,,,,,610,12,6,2018,10,56,13
33,80,1,321,1,,,,,,610,12,6,2018,10,56,14
34,61,1,321,0,,,,,,610,12,6,2018,10,56,15
35,64,1,321,0,,,,,,610,12,6,2018,10,56,16
36,64,1,321,0,,,,,,610,12,6,2018,10,56,17
37,53,1,321,0,,,,,,610,12,6,2018,10,56,18
38,69,1,321,0,,,,,,610,12,6,2018,10,56,19
39,61,1,321,1,,,,,,610,12,6,2018,10,56,21
40,44,1,321,1,,,,,,610,12,6,2018,10,56,22
41,41,1,321,0,,,,,,610,12,6,2018,10,56,23
42,37,1,321,1,,,,,,610,12,6,2018,10,56,24
43,40,1,321,1,,,,,,610,12,6,2018,10,56,25
44,54,1,321,1,,,,,,610,12,6,2018,10,56,26
45,67,1,321,1,,,,,,610,12,6,2018,10,56,27
46,77,1,321,1,,,,,,610,12,6,2018,10,56,28
47,64,1,321,0,,,,,,610,12,6,2018,10,56,29
48,57,1,321,0,,,,,,610,12,6,2018,10,56,30
49,56,1,321,0,,,,,,610,12,6,2018,10,56,31
50,50,1,321,1,,,,,,610,12,6,2018,10,56,32
51,63,1,321,1,,,,,,610,12,6,2018,10,56,33
52,66,1,321,1,,,,,,610,12,6,2018,10,56,34
53,66,1,321,1,,,,,,610,12,6,2018,10,56,35
54,48,1,321,0,,,,,,610,12,6,2018,10,56,36
